Id,PostTypeId,CreationDate,Score,OwnerUserId
159,1,2014-05-18T19:46:44.653,6,199.0
160,2,2014-05-18T21:05:28.990,12,156.0
161,2,2014-05-18T21:25:29.040,7,21.0
162,2,2014-05-18T22:16:19.300,45,59.0
163,2,2014-05-18T23:21:07.220,4,229.0
164,2,2014-05-19T00:09:17.900,11,208.0
165,2,2014-05-19T08:46:47.683,10,108.0
166,2,2014-05-19T11:13:48.067,8,21.0
167,5,2014-05-19T12:17:45.960,0,229.0
168,4,2014-05-19T12:17:45.960,0,229.0
169,1,2014-05-19T15:55:24.983,15,113.0
170,2,2014-05-19T18:08:32.327,16,84.0
171,2,2014-05-19T19:44:48.500,5,172.0
172,1,2014-05-19T23:59:58.070,27,250.0
173,2,2014-05-20T03:56:43.147,4,158.0
174,2,2014-05-20T09:24:30.697,5,172.0
175,1,2014-05-20T22:14:02.927,3,249.0
176,1,2014-05-21T05:29:36.787,12,173.0
177,5,2014-05-21T07:05:44.780,0,201.0
178,4,2014-05-21T07:05:44.780,0,201.0
179,2,2014-05-21T07:09:20.093,6,97.0
180,5,2014-05-21T07:10:45.827,0,201.0
181,4,2014-05-21T07:10:45.827,0,201.0
182,2,2014-05-21T07:19:32.297,4,21.0
183,2,2014-05-21T10:53:26.870,12,262.0
184,1,2014-05-21T11:22:34.657,9,200.0
185,2,2014-05-21T14:14:38.797,6,108.0
186,1,2014-05-21T15:12:18.980,9,133.0
187,2,2014-05-21T15:39:54.830,9,84.0
188,2,2014-05-21T16:13:25.590,5,82.0
189,1,2014-05-21T19:41:19.857,4,151.0
190,2,2014-05-22T12:14:49.727,7,173.0
191,1,2014-05-22T13:36:24.120,8,273.0
192,1,2014-05-22T15:15:41.133,8,88.0
193,2,2014-05-22T15:43:57.160,4,178.0
194,2,2014-05-22T19:20:14.130,5,108.0
195,2,2014-05-22T20:48:55.297,5,92.0
196,1,2014-05-22T21:47:26.980,13,275.0
197,2,2014-05-22T21:54:05.660,10,108.0
198,2,2014-05-23T03:05:57.990,5,88.0
199,1,2014-05-23T06:25:50.480,25,122.0
200,2,2014-05-23T08:34:38.900,4,278.0
201,2,2014-05-23T09:09:44.490,77,97.0
202,2,2014-05-23T13:47:54.603,23,108.0
203,2,2014-05-23T14:28:41.563,2,265.0
204,2,2014-05-23T19:28:01.903,7,250.0
205,1,2014-05-23T19:45:54.283,12,250.0
206,2,2014-05-23T21:01:18.630,6,172.0
207,2,2014-05-24T10:36:58.987,11,21.0
208,2,2014-05-24T11:18:26.497,11,26.0
209,1,2014-05-25T13:57:52.657,10,71.0
210,2,2014-05-26T04:07:32.390,13,283.0
211,1,2014-05-27T10:41:33.220,9,295.0
212,2,2014-05-27T10:58:00.620,7,21.0
213,2,2014-05-27T12:07:45.920,8,59.0
214,2,2014-05-27T16:05:02.883,38,295.0
215,1,2014-05-27T21:07:48.973,16,250.0
216,2,2014-05-28T07:08:05.393,15,108.0
217,2,2014-05-28T09:43:54.197,5,82.0
218,1,2014-05-29T13:08:09.060,3,273.0
219,2,2014-05-29T13:51:48.820,2,178.0
220,2,2014-05-29T14:13:00.317,6,250.0
221,2,2014-05-29T14:30:21.357,8,250.0
222,2,2014-05-29T19:02:13.210,23,43.0
223,1,2014-05-29T20:11:16.327,23,227.0
224,1,2014-05-31T14:28:42.317,4,122.0
226,2,2014-05-31T19:59:15.563,16,290.0
227,1,2014-06-01T10:25:51.163,12,339.0
228,1,2014-06-01T12:51:25.040,8,339.0
229,2,2014-06-01T19:48:41.693,9,21.0
230,2,2014-06-02T15:03:35.940,7,178.0
231,1,2014-06-05T09:00:27.950,10,133.0
232,2,2014-06-06T14:55:18.867,4,375.0
233,2,2014-06-08T07:03:43.710,3,381.0
234,1,2014-06-09T04:43:03.497,5,386.0
235,1,2014-06-09T08:34:29.337,3,122.0
236,2,2014-06-09T18:02:00.613,2,381.0
237,2,2014-06-09T19:52:41.847,11,59.0
238,2,2014-06-09T21:36:44.297,1,395.0
241,2,2014-06-09T21:51:53.793,3,403.0
242,2,2014-06-09T21:57:30.240,13,406.0
243,2,2014-06-10T01:36:27.520,5,432.0
244,2,2014-06-10T01:40:23.263,4,434.0
245,2,2014-06-10T01:54:40.647,3,432.0
246,2,2014-06-10T02:42:02.050,4,434.0
247,2,2014-06-10T02:50:51.153,12,434.0
248,2,2014-06-10T03:21:56.473,3,434.0
249,2,2014-06-10T03:42:51.637,4,434.0
250,2,2014-06-10T04:47:13.040,3,434.0
251,2,2014-06-10T05:57:13.897,4,451.0
252,1,2014-06-10T06:19:46.510,3,88.0
253,1,2014-06-10T06:20:20.817,40,456.0
254,2,2014-06-10T07:10:45.057,7,463.0
255,2,2014-06-10T07:28:49.127,2,466.0
256,2,2014-06-10T07:30:53.510,49,434.0
257,2,2014-06-10T07:42:57.470,4,11.0
258,2,2014-06-10T07:56:45.587,2,434.0
259,2,2014-06-10T08:04:20.400,21,454.0
260,2,2014-06-10T08:38:27.093,2,454.0
261,2,2014-06-10T09:21:14.013,3,480.0
262,1,2014-06-10T09:26:06.593,40,97.0
263,2,2014-06-10T09:41:34.697,8,478.0
264,2,2014-06-10T10:48:58.457,4,490.0
265,1,2014-06-10T10:58:58.447,42,434.0
266,1,2014-06-10T11:05:47.273,12,434.0
268,2,2014-06-10T11:36:19.287,5,418.0
269,2,2014-06-10T11:37:28.293,9,97.0
270,2,2014-06-10T11:39:19.603,7,478.0
271,2,2014-06-10T11:49:23.777,8,418.0
272,2,2014-06-10T11:53:07.737,13,478.0
273,2,2014-06-10T12:10:28.713,2,498.0
274,2,2014-06-10T12:57:04.307,12,434.0
275,2,2014-06-10T13:17:48.433,27,508.0
276,2,2014-06-10T13:38:31.207,10,434.0
277,2,2014-06-10T14:25:41.903,11,518.0
278,2,2014-06-10T14:30:33.667,2,524.0
279,2,2014-06-10T14:57:47.810,19,514.0
280,1,2014-06-10T15:08:54.073,8,531.0
282,2,2014-06-10T16:25:24.223,14,514.0
284,2,2014-06-10T17:06:54.950,5,84.0
285,2,2014-06-10T17:15:52.953,19,553.0
287,2,2014-06-10T17:32:19.120,5,108.0
288,2,2014-06-10T17:36:11.580,5,381.0
289,1,2014-06-10T17:56:34.847,10,560.0
290,2,2014-06-10T18:22:32.610,2,571.0
291,2,2014-06-10T18:55:39.010,10,381.0
292,2,2014-06-10T19:43:11.860,7,587.0
293,2,2014-06-10T20:28:54.613,37,26.0
294,2,2014-06-10T20:40:25.623,9,602.0
295,2,2014-06-10T20:43:28.533,5,386.0
296,2,2014-06-10T21:50:51.347,44,14.0
297,2,2014-06-10T22:26:53.623,7,418.0
298,2,2014-06-10T22:29:52.873,7,609.0
300,2,2014-06-10T23:20:16.670,4,609.0
301,2,2014-06-11T00:32:54.887,11,609.0
302,2,2014-06-11T00:44:20.517,3,434.0
303,2,2014-06-11T01:09:06.100,3,609.0
305,1,2014-06-11T04:24:04.183,12,534.0
306,2,2014-06-11T05:17:12.253,3,434.0
307,1,2014-06-11T06:07:45.767,14,496.0
308,2,2014-06-11T06:49:04.070,14,434.0
309,2,2014-06-11T06:51:19.143,12,638.0
310,1,2014-06-11T10:11:59.397,17,555.0
311,2,2014-06-11T11:24:19.963,5,434.0
312,2,2014-06-11T11:32:13.433,5,655.0
313,1,2014-06-11T13:28:35.980,29,663.0
314,2,2014-06-11T13:49:08.970,14,178.0
316,2,2014-06-11T16:25:34.747,10,514.0
317,2,2014-06-11T16:56:59.660,2,680.0
318,2,2014-06-11T17:24:53.610,2,471.0
319,1,2014-06-11T18:22:36.267,10,691.0
320,2,2014-06-11T20:34:51.873,9,574.0
323,1,2014-06-11T23:52:37.823,6,418.0
324,1,2014-06-12T03:11:00.033,-2,714.0
325,2,2014-06-12T05:17:46.453,2,434.0
326,1,2014-06-12T06:04:48.243,127,721.0
327,2,2014-06-12T07:05:05.653,26,115.0
328,2,2014-06-12T08:30:49.757,7,456.0
330,2,2014-06-12T09:57:39.890,4,729.0
331,2,2014-06-12T10:09:23.887,19,108.0
332,2,2014-06-12T10:27:14.480,4,108.0
334,1,2014-06-12T10:52:03.410,37,434.0
335,2,2014-06-12T11:11:35.600,12,478.0
336,2,2014-06-12T11:30:20.943,13,733.0
337,2,2014-06-12T11:54:59.140,15,735.0
338,2,2014-06-12T12:13:26.940,13,737.0
339,2,2014-06-12T12:59:00.663,110,514.0
340,2,2014-06-12T13:38:10.877,5,471.0
341,2,2014-06-12T13:42:05.383,7,743.0
343,2,2014-06-12T15:22:16.247,3,754.0
345,2,2014-06-12T16:52:46.557,23,554.0
346,2,2014-06-12T17:03:15.733,1,554.0
347,2,2014-06-12T17:58:21.467,1,733.0
348,2,2014-06-12T18:33:21.540,6,456.0
349,2,2014-06-12T20:51:59.930,33,780.0
350,1,2014-06-12T22:11:46.607,0,194.0
351,2,2014-06-13T03:50:24.610,8,735.0
352,1,2014-06-13T05:40:39.360,10,62.0
354,1,2014-06-13T07:28:37.763,7,791.0
355,2,2014-06-13T10:08:14.087,12,434.0
356,1,2014-06-13T10:57:10.623,6,434.0
357,2,2014-06-13T12:18:53.830,10,797.0
358,2,2014-06-13T12:30:45.290,3,587.0
359,2,2014-06-13T13:49:35.777,3,743.0
360,2,2014-06-13T14:46:30.393,5,801.0
361,1,2014-06-13T16:44:29.323,65,158.0
362,2,2014-06-13T17:14:26.260,4,737.0
363,2,2014-06-13T17:14:57.517,8,84.0
364,2,2014-06-13T17:36:21.937,0,158.0
365,2,2014-06-13T18:59:11.493,4,386.0
366,2,2014-06-13T20:13:01.913,11,780.0
368,2,2014-06-14T07:34:37.643,4,791.0
369,1,2014-06-14T18:53:32.243,9,838.0
370,1,2014-06-14T19:54:53.193,11,839.0
371,1,2014-06-14T20:32:06.143,12,434.0
372,2,2014-06-14T20:52:00.873,8,381.0
373,2,2014-06-14T21:13:20.110,5,434.0
374,2,2014-06-14T21:39:15.833,7,780.0
375,1,2014-06-14T23:52:10.490,4,418.0
376,1,2014-06-15T00:00:51.657,8,84.0
377,2,2014-06-15T00:11:54.950,4,434.0
379,2,2014-06-15T01:25:48.563,6,842.0
380,2,2014-06-15T01:29:15.240,5,842.0
381,2,2014-06-15T01:36:51.693,4,842.0
382,1,2014-06-15T12:26:50.060,10,846.0
384,1,2014-06-15T14:01:38.233,20,97.0
386,2,2014-06-15T14:23:19.793,12,780.0
387,1,2014-06-15T15:11:29.970,8,84.0
388,2,2014-06-15T15:20:31.300,5,780.0
389,2,2014-06-15T15:49:12.907,4,515.0
390,2,2014-06-15T16:07:35.543,5,21.0
391,2,2014-06-15T16:59:50.190,1,735.0
393,2,2014-06-15T22:33:17.670,5,478.0
394,2,2014-06-16T04:21:36.340,5,548.0
395,2,2014-06-16T04:37:58.817,15,548.0
396,2,2014-06-16T04:51:47.847,10,548.0
397,2,2014-06-16T06:34:53.683,1,733.0
398,1,2014-06-16T07:32:29.137,8,872.0
399,2,2014-06-16T09:52:24.913,1,735.0
400,2,2014-06-16T11:45:05.800,5,846.0
401,2,2014-06-16T13:21:58.777,1,791.0
402,2,2014-06-16T13:25:48.453,7,387.0
403,1,2014-06-16T13:30:01.320,2,880.0
404,2,2014-06-16T14:35:20.980,16,548.0
405,2,2014-06-16T15:00:04.577,13,548.0
406,1,2014-06-16T15:49:55.673,21,886.0
407,2,2014-06-16T16:10:34.423,8,227.0
408,2,2014-06-16T16:34:50.317,17,178.0
409,2,2014-06-16T17:26:17.697,10,889.0
410,1,2014-06-16T18:08:38.623,114,890.0
411,1,2014-06-16T19:14:38.553,11,890.0
412,1,2014-06-16T19:48:31.797,44,322.0
413,2,2014-06-16T19:49:24.377,18,890.0
414,2,2014-06-16T19:53:09.957,86,548.0
415,2,2014-06-16T20:10:12.167,12,548.0
416,2,2014-06-16T20:12:39.130,7,381.0
417,2,2014-06-16T20:18:50.123,1,414.0
418,1,2014-06-17T00:16:24.287,16,900.0
419,2,2014-06-17T00:19:09.773,4,901.0
420,2,2014-06-17T00:39:15.990,6,178.0
421,1,2014-06-17T04:31:34.067,10,88.0
422,1,2014-06-17T05:29:11.830,28,84.0
423,1,2014-06-17T05:55:04.710,4,84.0
424,1,2014-06-17T06:05:39.653,23,906.0
425,2,2014-06-17T06:32:22.883,5,791.0
426,2,2014-06-17T06:53:44.007,0,122.0
427,1,2014-06-17T07:46:39.783,5,908.0
428,2,2014-06-17T09:33:37.230,3,906.0
429,2,2014-06-17T09:56:49.180,8,846.0
430,1,2014-06-17T10:37:22.987,14,913.0
431,2,2014-06-17T12:37:17.150,2,743.0
432,2,2014-06-17T12:41:58.900,5,241.0
433,2,2014-06-17T13:31:30.503,8,241.0
434,2,2014-06-17T13:44:43.807,7,515.0
435,1,2014-06-17T13:46:06.367,9,917.0
436,2,2014-06-17T14:55:47.103,15,548.0
437,1,2014-06-17T18:13:46.230,5,199.0
439,2,2014-06-17T18:42:55.423,8,780.0
440,2,2014-06-17T18:59:14.947,16,922.0
441,1,2014-06-17T20:48:35.267,34,426.0
442,2,2014-06-17T21:17:31.210,11,548.0
443,2,2014-06-17T22:28:36.070,6,474.0
444,2,2014-06-17T22:29:36.720,4,418.0
445,2,2014-06-17T23:30:45.897,5,609.0
446,2,2014-06-17T23:38:20.133,19,322.0
447,1,2014-06-18T03:19:07.557,9,890.0
448,2,2014-06-18T05:35:35.700,1,418.0
449,2,2014-06-18T07:27:22.677,43,21.0
450,2,2014-06-18T14:15:37.957,5,941.0
451,1,2014-06-18T14:36:07.980,5,84.0
452,2,2014-06-18T15:10:22.637,3,403.0
453,1,2014-06-18T15:27:23.313,13,84.0
454,1,2014-06-18T15:48:19.497,16,403.0
455,1,2014-06-18T16:21:12.203,9,960.0
456,2,2014-06-18T17:22:46.207,4,322.0
457,2,2014-06-18T18:22:11.680,7,548.0
458,1,2014-06-18T19:48:54.883,18,84.0
459,2,2014-06-18T20:07:05.017,14,178.0
460,2,2014-06-18T21:56:29.147,5,984.0
461,1,2014-06-18T22:10:58.497,13,986.0
462,2,2014-06-18T22:27:06.503,12,548.0
463,2,2014-06-18T22:45:25.677,9,984.0
464,2,2014-06-18T22:48:53.350,14,984.0
465,2,2014-06-18T22:58:35.260,9,984.0
466,1,2014-06-18T23:02:54.200,10,989.0
468,1,2014-06-19T03:43:23.853,11,994.0
469,2,2014-06-19T05:52:57.527,6,906.0
470,2,2014-06-19T06:09:43.963,8,941.0
471,2,2014-06-19T07:22:38.987,7,944.0
473,1,2014-06-19T08:56:46.847,23,922.0
474,1,2014-06-19T09:42:28.160,4,957.0
475,2,2014-06-19T09:50:53.657,0,418.0
477,1,2014-06-18T22:15:43.820,2,986.0
480,2,2014-06-19T10:35:37.190,6,1004.0
481,2,2014-06-19T12:22:42.017,2,59.0
482,2,2014-06-19T13:23:53.387,11,178.0
483,2,2014-06-19T14:15:07.433,3,968.0
484,2,2014-06-19T14:52:59.877,36,1011.0
485,2,2014-06-19T16:07:29.907,8,1015.0
487,2,2014-06-19T18:01:36.120,6,1011.0
488,1,2014-06-19T18:02:24.650,12,1021.0
489,2,2014-06-19T18:05:51.070,22,1011.0
491,2,2014-06-19T18:24:32.023,7,941.0
492,1,2014-06-19T19:29:57.797,27,684.0
493,2,2014-06-19T19:33:12.067,2,1029.0
494,1,2014-06-19T19:33:40.620,5,1028.0
495,2,2014-06-19T22:02:44.050,6,1011.0
496,2,2014-06-20T03:18:07.653,3,434.0
497,1,2014-06-20T03:18:59.477,23,1047.0
498,2,2014-06-20T04:09:04.230,5,819.0
499,2,2014-06-20T04:27:02.467,30,819.0
500,2,2014-06-20T06:49:25.237,6,514.0
501,2,2014-06-20T07:11:40.053,5,119.0
502,2,2014-06-20T10:01:03.363,17,108.0
503,2,2014-06-20T14:17:27.970,2,1057.0
504,1,2014-06-20T14:58:09.320,7,684.0
506,2,2014-06-20T16:09:41.637,13,1011.0
507,2,2014-06-20T16:29:27.673,10,780.0
508,2,2014-06-20T16:56:41.160,5,984.0
509,2,2014-06-20T17:30:39.097,-3,1015.0
510,2,2014-06-20T17:34:51.633,22,941.0
511,1,2014-06-20T17:57:46.363,13,97.0
512,2,2014-06-20T18:56:52.110,3,609.0
513,2,2014-06-20T19:15:52.093,8,964.0
514,2,2014-06-20T20:03:51.247,7,609.0
516,1,2014-06-21T04:59:06.620,5,985.0
517,2,2014-06-21T07:02:10.687,3,119.0
518,1,2014-06-21T10:55:41.700,-6,960.0
519,2,2014-06-21T12:59:15.373,2,454.0
520,2,2014-06-21T19:13:47.757,3,1085.0
521,2,2014-06-22T12:02:52.773,2,1061.0
522,2,2014-06-22T13:18:38.760,2,1011.0
523,2,2014-06-22T16:03:39.047,2,1096.0
525,2,2014-06-22T18:35:22.207,15,406.0
526,2,2014-06-22T18:50:07.193,2,1103.0
527,1,2014-06-22T21:45:35.800,9,1107.0
529,2,2014-06-23T03:44:57.643,4,159.0
530,1,2014-06-23T04:39:26.623,5,454.0
531,1,2014-06-23T07:03:15.643,16,793.0
532,2,2014-06-23T08:03:50.327,8,418.0
533,2,2014-06-23T08:13:22.837,11,1085.0
534,2,2014-06-23T09:23:27.617,3,883.0
535,2,2014-06-23T09:42:46.450,3,941.0
536,1,2014-06-23T11:03:09.767,6,289.0
538,1,2014-06-23T13:31:41.443,5,1125.0
539,2,2014-06-23T13:36:18.273,5,1127.0
540,1,2014-06-23T15:38:10.920,0,1131.0
541,2,2014-06-23T15:48:10.033,2,322.0
543,2,2014-06-23T17:50:51.320,1,793.0
544,2,2014-06-23T17:56:32.917,5,793.0
545,2,2014-06-23T18:38:34.260,3,1011.0
546,2,2014-06-23T18:56:11.577,12,1011.0
548,1,2014-06-23T23:20:36.180,11,1138.0
549,2,2014-06-24T00:54:13.110,2,1011.0
550,2,2014-06-24T03:50:41.410,2,418.0
552,2,2014-06-24T07:03:35.567,2,941.0
554,1,2014-06-24T07:29:57.787,13,728.0
555,2,2014-06-24T07:35:16.930,15,434.0
556,2,2014-06-24T08:09:49.300,8,434.0
559,1,2014-06-24T12:28:10.990,17,1147.0
560,2,2014-06-24T12:55:26.457,4,1085.0
561,2,2014-06-24T13:34:12.107,8,964.0
562,2,2014-06-24T15:44:52.540,3,1155.0
563,2,2014-06-24T15:55:37.110,3,1155.0
564,1,2014-06-24T18:59:30.560,5,237.0
565,1,2014-06-24T19:43:24.643,11,1162.0
566,1,2014-06-24T17:06:10.310,6,1165.0
567,2,2014-06-24T20:28:33.693,5,1163.0
568,2,2014-06-24T20:34:18.473,3,1155.0
569,2,2014-06-24T20:35:44.713,1,1164.0
570,2,2014-06-25T00:13:50.803,2,434.0
571,1,2014-06-25T02:33:22.673,5,1174.0
572,2,2014-06-25T03:11:02.457,5,609.0
573,2,2014-06-25T03:30:19.787,2,1176.0
574,2,2014-06-25T07:22:33.170,2,1155.0
575,2,2014-06-25T09:19:25.560,3,1155.0
576,2,2014-06-25T10:15:31.477,1,1155.0
577,2,2014-06-25T10:59:56.737,2,743.0
580,2,2014-06-25T14:30:10.597,5,1155.0
581,2,2014-06-25T14:36:29.163,34,1155.0
582,2,2014-06-25T14:43:53.680,4,743.0
583,2,2014-06-25T15:42:19.287,4,924.0
584,2,2014-06-25T15:46:21.267,8,924.0
585,2,2014-06-25T15:53:30.723,6,924.0
586,1,2014-06-25T17:37:23.380,7,1192.0
587,1,2014-06-25T18:06:14.293,14,793.0
588,2,2014-06-25T18:12:04.010,7,97.0
591,2,2014-06-26T06:51:12.243,3,791.0
592,2,2014-06-26T07:41:52.403,4,172.0
593,2,2014-06-26T08:01:40.763,3,172.0
594,1,2014-06-26T12:11:51.253,5,1206.0
595,1,2014-06-26T12:25:55.663,2,1207.0
596,1,2014-06-26T13:32:18.050,10,941.0
597,2,2014-06-26T13:45:16.573,3,478.0
598,2,2014-06-26T14:17:44.077,2,1155.0
599,2,2014-06-26T14:21:10.513,1,1155.0
600,1,2014-06-26T14:39:06.410,11,1208.0
602,2,2014-06-26T16:19:46.480,3,984.0
603,2,2014-06-26T18:01:06.443,4,434.0
604,2,2014-06-26T19:16:31.470,2,434.0
605,1,2014-06-26T19:23:46.043,6,838.0
606,2,2014-06-26T20:49:38.470,3,1220.0
607,1,2014-06-26T22:17:52.570,4,1223.0
608,1,2014-06-26T22:58:32.380,9,836.0
609,2,2014-06-26T23:46:22.487,26,1224.0
611,2,2014-06-27T07:06:14.297,0,941.0
612,2,2014-06-27T07:19:11.420,2,1085.0
613,1,2014-06-27T12:03:53.357,2,1235.0
614,2,2014-06-27T12:28:25.467,2,968.0
615,2,2014-06-27T13:22:22.577,3,1237.0
616,1,2014-06-27T15:58:19.340,7,1240.0
617,2,2014-06-27T16:40:17.393,2,97.0
618,2,2014-06-27T19:18:11.433,1,1193.0
619,2,2014-06-27T19:37:44.847,2,21.0
620,2,2014-06-27T21:45:23.237,12,953.0
621,2,2014-06-28T01:07:27.263,5,553.0
622,2,2014-06-28T14:34:17.487,1,1085.0
623,1,2014-06-28T14:57:18.177,13,474.0
624,2,2014-06-29T07:06:00.430,2,454.0
625,2,2014-06-29T12:48:08.840,4,816.0
626,2,2014-06-29T21:11:47.727,2,1155.0
627,2,2014-06-29T22:44:02.560,18,843.0
628,2,2014-06-29T23:14:39.513,51,843.0
629,2,2014-06-30T01:51:11.027,3,62.0
